id,make,model,year,capacity,handicapped,updated_at
531,Ford,transit,2019,15,1,5/23/2022 17:13
531,GMC,Van,2019,14,0,6/13/2022 20:49
531,GMC,Van,2019,14,0,7/21/2022 17:26
532,Vehicle,TE,2019,0,1,5/24/2022 11:32
533,Vehicle,TE,2019,0,1,5/24/2022 11:34
534,Ford,Transit,2019,8,1,5/24/2022 16:14
534,Ford,,2017,15,0,5/26/2022 17:36
535,Ford,Transit,2019,14,4,5/24/2022 18:35
536,Ford,Transit,2019,14,4,5/24/2022 18:37
537,Test,Test,2019,0,1,5/25/2022 8:39
538,Test,Test,2019,4,2,5/25/2022 9:06
540,dodge,mini van,2019,5,0,5/31/2022 12:42
541,Test,Test,2019,0,1,5/25/2022 14:58
542,Test,Test,2019,2,1,5/25/2022 16:31
543,Test,Test,2019,2,1,5/26/2022 11:50
544,Ford ,Transit ,2019,8,1,5/26/2022 17:42
545,Toyota,Corolla,2018,4,1,6/10/2022 17:06
546,Chevrolet,Express,2019,11,0,6/7/2022 20:39
546,Chevrolet,Express,2019,11,0,7/21/2022 17:29
547,Corolla,2022,2020,0,1,6/9/2022 11:21
548,Ford ,Transit,2019,15,1,6/9/2022 15:41
549,Ford,Transit,2019,0,1,6/9/2022 15:43
550,Lincoln,MKZ,2012,4,1,6/15/2022 13:56
550,Lincoln,MKZ,2012,4,1,6/20/2022 15:03
551,Ford ,Transit,2019,14,0,6/9/2022 16:10
552,Ford,Transit,2019,14,0,6/9/2022 16:09
553,Test,Test,2019,17,2,6/11/2022 13:48
554,Ford,Transit,2019,14,0,6/14/2022 14:06
555,Ford,Transit,2019,14,0,6/14/2022 14:06
556,Test,Test,2019,12,0,6/14/2022 16:54
557,Test,Test,2019,12,0,6/14/2022 16:56
558,VEH,Car,2019,7,0,7/20/2022 19:03
562,Test,555,2019,7,4,6/17/2022 13:50
563,Toyota,Corolla,2021,4,1,6/20/2022 0:20
564,Ford,Transit,2019,14,0,7/21/2022 17:39
565,Ford ,Transit,2019,14,0,7/21/2022 17:40
566,Ford,Transit,2019,14,0,7/21/2022 17:40
567,Ford,Transit,2019,11,1,6/24/2022 16:29
568,Ford,Transit,2019,14,0,7/20/2022 19:09
569,Ford,Transit,2019,14,0,7/20/2022 19:10
570,Ford,Transit,2019,14,0,7/20/2022 19:10
571,Ford,Transit,2019,14,0,7/20/2022 19:10
572,Ford,Transit,2019,14,0,7/20/2022 19:11
573,Ford,Transit,2019,14,0,7/20/2022 19:09
574,Passenger,Van,2019,5,0,6/27/2022 15:12
575,Ford,Bus,2019,24,0,6/27/2022 15:12
576,Ford,Bus,2019,24,0,6/27/2022 15:13
581,Ford,Transit,2019,14,0,6/27/2022 15:18
582,Ford,Transit,2019,14,0,6/27/2022 15:18
583,Ford,Transit,2019,14,0,6/27/2022 15:18
584,Ford,Transit,2019,14,0,6/27/2022 15:18
585,Ford,Transit,2019,14,0,6/27/2022 15:18
586,Ford,Transit,2019,14,0,6/27/2022 15:19
587,Passenger,Van,2019,5,0,6/27/2022 15:19
588,Ford,Bus,2019,24,0,6/27/2022 15:20
589,Ford,Bus,2019,24,0,6/27/2022 15:20
594,Ford,Bus,2019,32,0,7/21/2022 17:37
594,Ford,Bus,2019,24,0,8/22/2022 20:40
596,Test,Test,2019,3,1,7/13/2022 15:02
599,Ford,Transit,2019,14,0,7/19/2022 18:17
599,Ford,Transit,2019,14,0,7/30/2022 16:40
600,Test,2021,2019,6,1,7/20/2022 10:02
602,Test,Test,2019,2,1,7/20/2022 16:06
603,Ford,Coach,2012,40,1,7/25/2022 14:24
604,Ford,Coach,2012,40,1,7/24/2022 22:49
604,Ford,Coach,2012,40,1,8/8/2022 20:02
605,Ford,Coach,2012,40,1,7/24/2022 22:49
605,Ford,Coach,2012,40,1,8/8/2022 19:50
606,Ford,,2018,30,1,7/24/2022 22:53
606,Ford,,2018,30,1,7/29/2022 12:25
607,Ford-550,,2018,30,1,7/24/2022 22:54
607,Ford-550,,2018,30,1,8/8/2022 19:58
608,Ford,,2018,2,1,7/24/2022 22:55
608,Ford,,2018,29,1,8/15/2022 3:46
609,Ford ,F550,2019,24,1,7/24/2022 22:56
609,Ford ,F550,2019,24,1,8/8/2022 20:02
610,Ford,F550,2019,24,1,7/24/2022 22:59
610,Ford,F550,2019,24,1,8/8/2022 19:58
611,Ford,F550,2015,24,1,7/24/2022 22:59
611,Ford,F550,2015,24,1,8/15/2022 3:46
612,Ford,F550,2015,29,1,7/24/2022 23:02
612,Ford,F550,2015,29,1,7/29/2022 14:03
613,Ford 550,,2015,29,1,7/25/2022 1:52
613,Ford 550,,2015,29,1,8/8/2022 20:02
614,Ford ,F-550,2019,29,1,7/25/2022 1:52
614,Ford ,F-550,2019,29,1,8/8/2022 19:58
615,Ford,F-550,2019,29,1,7/25/2022 1:51
615,Ford,F-550,2019,29,1,7/29/2022 14:04
616,Ford,,2015,31,1,7/25/2022 1:55
616,Ford,,2015,31,1,8/15/2022 3:46
617,Ford,F-550,2015,31,1,7/25/2022 1:56
617,Ford,F-550,2015,31,1,7/29/2022 12:26
618,Ford,F-550 ,2015,2,1,7/25/2022 1:57
618,Ford,F-550 ,2015,2,1,8/8/2022 19:59
622,Ford,Transit,2018,12,0,8/1/2022 19:57
626,Ford,transit,2019,6,2,8/8/2022 14:05
627,Honda,CR-V,2019,4,1,8/11/2022 13:48
628,Ford,Transit,2019,14,0,8/16/2022 16:42
629,Dodge,Van,2019,7,0,8/17/2022 18:42
630,Test,Test,2019,10,2,8/17/2022 19:39
633,Honda,,2014,5,1,8/19/2022 20:10
